Token	POS-Tag	OOV	Id	Index	Granularidade	Documento
inteligência	NOUN	0	9	16	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
capazes	ADJ	0	9	17	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
de	SCONJ	0	9	18	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
detectar	VERB	0	9	19	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
e	CCONJ	0	9	20	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
neutralizar	VERB	1	9	21	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
ameaças	NOUN	0	9	22	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
antes	ADV	0	9	23	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
que	SCONJ	0	9	24	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
elas	PRON	0	9	25	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
causem	VERB	1	9	26	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
danos	NOUN	0	9	27	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
significativos	ADJ	0	9	28	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
,	PUNCT	0	9	29	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
fortalecendo	VERB	1	9	30	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
a	DET	0	9	31	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
resiliência	NOUN	1	9	32	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
das	ADP	0	9	33	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
nações	NOUN	0	9	34	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
contra	ADP	0	9	35	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
ataques	NOUN	0	9	36	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
cibernéticos	ADJ	1	9	37	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
.	PUNCT	0	9	38	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
8	['ADP', 'PRON', 'PUNCT', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'NOUN', 'ADJ', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'SCONJ', 'VERB', 'CCONJ', 'VERB', 'NOUN', 'ADV', 'SCONJ', 'PRON', 'VERB', 'NOUN', 'ADJ', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT']	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0]	9	8	1	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
No	ADP	0	10	0	0	No âmbito pessoal , cada indivíduo deve assumir responsabilidade pela própria segurança digital , adotando práticas simples , mas eficazes , como manter backups atualizados , evitar redes Wi-Fi públicas sem proteção e desconfiar de links desconhecidos .
âmbito	NOUN	0	10	1	0	No âmbito pessoal , cada indivíduo deve assumir responsabilidade pela própria segurança digital , adotando práticas simples , mas eficazes , como manter backups atualizados , evitar redes Wi-Fi públicas sem proteção e desconfiar de links desconhecidos .
pessoal	ADJ	0	10	2	0	No âmbito pessoal , cada indivíduo deve assumir responsabilidade pela própria segurança digital , adotando práticas simples , mas eficazes , como manter backups atualizados , evitar redes Wi-Fi públicas sem proteção e desconfiar de links desconhecidos .
,	PUNCT	0	10	3	0	No âmbito pessoal , cada indivíduo deve assumir responsabilidade pela própria segurança digital , adotando práticas simples , mas eficazes , como manter backups atualizados , evitar redes Wi-Fi públicas sem proteção e desconfiar de links desconhecidos .
cada	DET	0	10	4	0	No âmbito pessoal , cada indivíduo deve assumir responsabilidade pela própria segurança digital , adotando práticas simples , mas eficazes , como manter backups atualizados , evitar redes Wi-Fi públicas sem proteção e desconfiar de links desconhecidos .
indivíduo	NOUN	0	10	5	0	No âmbito pessoal , cada indivíduo deve assumir responsabilidade pela própria segurança digital , adotando práticas simples , mas eficazes , como manter backups atualizados , evitar redes Wi-Fi públicas sem proteção e desconfiar de links desconhecidos .
deve	VERB	0	10	6	0	No âmbito pessoal , cada indivíduo deve assumir responsabilidade pela própria segurança digital , adotando práticas simples , mas eficazes , como manter backups atualizados , evitar redes Wi-Fi públicas sem proteção e desconfiar de links desconhecidos .
assumir	VERB	0	10	7	0	No âmbito pessoal , cada indivíduo deve assumir responsabilidade pela própria segurança digital , adotando práticas simples , mas eficazes , como manter backups atualizados , evitar redes Wi-Fi públicas sem proteção e desconfiar de links desconhecidos .
responsabilidade	NOUN	1	10	8	0	No âmbito pessoal , cada indivíduo deve assumir responsabilidade pela própria segurança digital , adotando práticas simples , mas eficazes , como manter backups atualizados , evitar redes Wi-Fi públicas sem proteção e desconfiar de links desconhecidos .
